paper,weightedAverage,decision
Paper136,5.2,Accept
Paper137,4.666666666666667,Reject
Paper138,6.0,Reject
Paper141,3.6153846153846154,Reject
Paper142,5.2,Reject
Paper143,6.833333333333333,Accept
Paper144,5.076923076923077,Reject
Paper145,5.5,Reject
Paper146,5.333333333333333,Reject
Paper147,7.0,Accept
Paper148,6.625,Accept
Paper149,6.857142857142857,Accept
Paper15,3.923076923076923,Reject
Paper151,6.583333333333333,Accept
Paper153,3.909090909090909,Reject
Paper154,5.0,Reject
Paper155,6.769230769230769,Accept
Paper156,5.25,Reject
Paper157,2.0,Reject
Paper158,5.454545454545454,Reject
Paper159,5.333333333333333,Reject
Paper16,5.615384615384615,Accept
Paper161,4.0,Reject
Paper162,6.454545454545454,Accept
Paper163,4.615384615384615,Reject
Paper164,6.076923076923077,Accept
Paper166,6.615384615384615,Accept
Paper168,7.363636363636363,Accept
Paper169,6.888888888888889,Accept
Paper17,3.6666666666666665,Reject
Paper170,4.333333333333333,Reject
Paper171,6.333333333333333,Accept
Paper172,5.0,Reject
Paper173,3.8,Reject
Paper174,4.9,Reject
Paper175,6.0,Accept
Paper176,3.6666666666666665,Reject
Paper177,4.909090909090909,Reject
Paper178,7.0,Accept
Paper179,6.333333333333333,Accept
Paper18,2.2857142857142856,Reject
Paper180,2.6666666666666665,Reject
Paper181,4.0,Reject
Paper182,2.9285714285714284,Reject
Paper184,5.363636363636363,Reject
Paper185,5.0,Reject
Paper186,5.0,Reject
Paper187,4.0,Reject
Paper189,6.230769230769231,Accept
Paper19,4.8,Reject
Paper190,5.888888888888889,Reject
Paper191,4.333333333333333,Reject
Paper193,5.0,Reject
Paper194,3.25,Reject
Paper196,5.75,Accept
Paper197,5.333333333333333,Reject
Paper2,6.666666666666667,Accept
Paper20,5.3076923076923075,Reject
Paper200,5.181818181818182,Reject
Paper201,5.545454545454546,Accept
Paper203,6.818181818181818,Accept
Paper204,6.454545454545454,Accept
Paper205,6.0,Accept
Paper206,5.7272727272727275,Reject
Paper207,5.090909090909091,Reject
Paper208,2.6153846153846154,Reject
Paper209,5.384615384615385,Reject
Paper21,5.538461538461538,Reject
Paper210,7.0,Accept
Paper211,4.285714285714286,Reject
Paper212,6.888888888888889,Accept
Paper213,5.111111111111111,Reject
Paper214,4.0,Reject
Paper215,5.461538461538462,Accept
Paper217,7.0,Accept
Paper218,6.0,Reject
Paper219,5.0,Reject
Paper221,5.333333333333333,Reject
Paper222,5.833333333333333,Reject
Paper223,5.230769230769231,Reject
Paper224,6.333333333333333,Accept
Paper225,4.7272727272727275,Reject
Paper226,6.181818181818182,Reject
Paper227,7.25,Accept
Paper228,6.916666666666667,Accept
Paper229,8.333333333333334,Accept
Paper230,6.0,Reject
Paper231,7.444444444444445,Accept
Paper232,5.7,Accept
Paper234,5.7272727272727275,Reject
Paper235,6.333333333333333,Accept
Paper236,5.666666666666667,Accept
Paper237,4.6,Reject
Paper238,3.6666666666666665,Reject
Paper24,4.0,Reject
Paper241,3.6153846153846154,Reject
Paper242,6.636363636363637,Accept
Paper243,4.454545454545454,Reject
Paper244,6.333333333333333,Reject
Paper245,6.333333333333333,Accept
Paper246,6.0,Accept
Paper247,5.214285714285714,Reject
Paper248,4.0,Reject
Paper25,3.875,Reject
Paper250,5.666666666666667,Accept
Paper252,6.888888888888889,Accept
Paper254,8.833333333333334,Accept
Paper255,4.0,Reject
Paper256,4.642857142857143,Reject
Paper257,5.666666666666667,Reject
Paper258,2.6153846153846154,Reject
Paper259,4.428571428571429,Reject
Paper26,7.153846153846154,Accept
Paper262,5.916666666666667,Accept
Paper263,6.615384615384615,Accept
Paper264,6.0,Accept
Paper266,5.0,Reject
Paper267,6.9,Accept
Paper268,5.333333333333333,Reject
Paper269,7.2727272727272725,Accept
Paper27,4.416666666666667,Reject
Paper270,6.454545454545454,Accept
Paper271,5.333333333333333,Reject
Paper272,5.7,Reject
Paper273,5.363636363636363,Reject
Paper274,6.2727272727272725,Accept
Paper275,4.923076923076923,Reject
Paper276,6.3076923076923075,Reject
Paper277,6.833333333333333,Accept
Paper278,5.2727272727272725,Reject
Paper279,7.0,Accept
Paper28,4.7272727272727275,Reject
Paper281,4.0,Reject
Paper282,6.8,Accept
Paper283,4.0,Reject
Paper284,6.454545454545454,Accept
Paper285,5.090909090909091,Reject
Paper286,4.333333333333333,Reject
Paper288,6.2727272727272725,Accept
Paper289,5.714285714285714,Reject
Paper290,5.0,Reject
Paper291,6.2,Accept
Paper292,5.8,Reject
Paper294,7.4,Accept
Paper295,4.636363636363637,Reject
Paper297,4.0,Reject
Paper298,5.916666666666667,Reject
Paper3,6.0,Reject
Paper30,3.7142857142857144,Reject
Paper300,4.333333333333333,Reject
Paper301,7.0,Accept
Paper302,4.666666666666667,Reject
Paper303,6.75,Accept
Paper304,6.111111111111111,Accept
Paper305,4.916666666666667,Reject
Paper306,3.6,Reject
Paper307,6.583333333333333,Accept
Paper308,4.076923076923077,Reject
Paper309,5.2727272727272725,Reject
Paper31,4.0,Reject
Paper310,6.666666666666667,Accept
Paper311,4.333333333333333,Reject
Paper312,5.230769230769231,Reject
Paper313,6.583333333333333,Reject
Paper314,6.333333333333333,Reject
Paper315,5.333333333333333,Accept
Paper316,6.2727272727272725,Accept
Paper317,7.25,Accept
Paper318,4.583333333333333,Reject
Paper319,2.6153846153846154,Reject
Paper32,6.0,Reject
Paper320,4.636363636363637,Reject
Paper321,8.333333333333334,Accept
Paper322,6.181818181818182,Accept
Paper323,5.0,Reject
Paper324,4.75,Reject
Paper325,4.222222222222222,Reject
Paper326,4.181818181818182,Reject
Paper328,6.2727272727272725,Accept
Paper329,3.3076923076923075,Reject
Paper33,6.333333333333333,Accept
Paper330,4.7,Reject
Paper331,7.0,Accept
Paper333,4.545454545454546,Reject
Paper335,6.666666666666667,Accept
Paper336,5.363636363636363,Reject
Paper337,4.416666666666667,Reject
Paper338,5.333333333333333,Reject
Paper339,5.0,Reject
Paper34,1.9166666666666667,Reject
Paper340,5.2727272727272725,Reject
Paper341,3.0,Reject
Paper342,3.6363636363636362,Reject
Paper343,5.545454545454546,Reject
Paper344,5.090909090909091,Reject
Paper345,3.3333333333333335,Reject
Paper346,4.3076923076923075,Reject
Paper347,6.0,Reject
Paper348,6.909090909090909,Accept
Paper349,5.3076923076923075,Reject
Paper350,7.090909090909091,Accept
Paper351,4.8,Reject
Paper352,6.363636363636363,Accept
Paper353,6.636363636363637,Accept
Paper354,4.285714285714286,Reject
Paper355,4.0,Reject
Paper356,5.0,Reject
Paper357,5.25,Reject
Paper358,6.538461538461538,Accept
Paper359,4.7272727272727275,Reject
Paper36,6.222222222222222,Reject
Paper360,5.3,Reject
Paper361,7.4,Accept
Paper362,4.3076923076923075,Reject
Paper363,5.928571428571429,Reject
Paper364,4.357142857142857,Reject
Paper365,4.7272727272727275,Reject
Paper366,7.0,Accept
Paper367,4.642857142857143,Reject
Paper368,7.0,Accept
Paper369,6.8,Accept
Paper37,3.75,Reject
Paper370,3.2142857142857144,Reject
Paper372,7.333333333333333,Accept
Paper374,6.545454545454546,Accept
Paper375,4.0,Reject
Paper376,3.7142857142857144,Reject
Paper377,7.0,Accept
Paper379,6.6923076923076925,Accept
Paper380,5.4,Reject
Paper381,5.0,Reject
Paper382,5.4,Reject
Paper383,5.666666666666667,Reject
Paper384,3.5833333333333335,Reject
Paper385,4.666666666666667,Reject
Paper386,3.923076923076923,Reject
Paper387,6.0,Accept
Paper388,4.25,Reject
Paper39,3.6666666666666665,Reject
Paper390,5.454545454545454,Accept
Paper391,4.2727272727272725,Reject
Paper392,6.0,Reject
Paper393,6.3,Accept
Paper394,7.0,Accept
Paper395,6.285714285714286,Reject
Paper396,5.6923076923076925,Reject
Paper397,4.636363636363637,Reject
Paper398,4.5,Reject
Paper399,6.928571428571429,Accept
Paper4,2.3333333333333335,Reject
Paper40,4.0,Reject
Paper400,3.923076923076923,Reject
Paper401,4.3076923076923075,Reject
Paper402,6.4,Accept
Paper403,6.666666666666667,Accept
Paper406,6.333333333333333,Accept
Paper407,3.6923076923076925,Reject
Paper41,5.6923076923076925,Reject
Paper410,6.615384615384615,Accept
Paper411,7.0,Accept
Paper412,6.384615384615385,Accept
Paper414,2.6923076923076925,Reject
Paper415,8.0,Accept
Paper416,5.0,Reject
Paper417,6.0,Accept
Paper42,4.6,Reject
Paper420,6.3,Accept
Paper421,3.923076923076923,Reject
Paper422,6.666666666666667,Accept
Paper423,7.0,Accept
Paper424,2.909090909090909,Reject
Paper425,7.0,Accept
Paper426,3.4285714285714284,Reject
Paper427,6.0,Accept
Paper428,4.583333333333333,Reject
Paper429,4.0,Reject
Paper43,4.777777777777778,Reject
Paper430,4.583333333333333,Reject
Paper431,5.166666666666667,Reject
Paper432,7.0,Accept
Paper433,2.923076923076923,Reject
Paper434,6.454545454545454,Accept
Paper435,7.0,Accept
Paper436,5.083333333333333,Reject
Paper438,3.6666666666666665,Reject
Paper439,5.333333333333333,Reject
Paper44,6.428571428571429,Reject
Paper440,5.0,Reject
Paper441,5.166666666666667,Reject
Paper442,4.333333333333333,Reject
Paper443,6.1,Reject
Paper444,6.333333333333333,Reject
Paper445,6.0,Accept
Paper446,6.384615384615385,Accept
Paper447,5.666666666666667,Accept
Paper448,4.909090909090909,Reject
Paper449,4.0,Reject
Paper45,7.333333333333333,Accept
Paper451,3.230769230769231,Reject
Paper452,6.545454545454546,Accept
Paper453,4.333333333333333,Reject
Paper454,5.083333333333333,Reject
Paper455,6.0,Reject
Paper456,5.0,Reject
Paper457,6.083333333333333,Reject
Paper458,6.0,Accept
Paper46,4.0,Reject
Paper460,7.583333333333333,Accept
Paper461,3.3076923076923075,Reject
Paper462,6.0,Accept
Paper463,6.0,Accept
Paper464,5.0,Reject
Paper465,6.125,Reject
Paper466,4.333333333333333,Reject
Paper468,5.769230769230769,Accept
Paper469,5.3,Reject
Paper47,7.363636363636363,Accept
Paper470,5.666666666666667,Accept
Paper471,7.357142857142857,Accept
Paper474,4.3076923076923075,Reject
Paper475,6.7272727272727275,Accept
Paper476,3.076923076923077,Reject
Paper477,3.0833333333333335,Reject
Paper478,5.636363636363637,Reject
Paper479,4.818181818181818,Reject
Paper480,6.0,Reject
Paper481,4.0,Reject
Paper482,4.545454545454546,Reject
Paper483,5.636363636363637,Reject
Paper484,4.0,Reject
Paper485,5.666666666666667,Reject
Paper486,4.636363636363637,Reject
Paper487,4.333333333333333,Reject
Paper489,7.0,Accept
Paper490,7.181818181818182,Accept
Paper491,4.384615384615385,Reject
Paper492,7.222222222222222,Accept
Paper493,5.2727272727272725,Reject
Paper494,3.9166666666666665,Reject
Paper495,4.636363636363637,Reject
Paper496,6.5,Accept
Paper497,7.0,Accept
Paper498,4.8,Reject
Paper499,6.3076923076923075,Accept
Paper500,5.769230769230769,Reject
Paper501,5.818181818181818,Reject
Paper502,6.636363636363637,Accept
Paper503,5.428571428571429,Reject
Paper504,7.4,Accept
Paper505,3.9,Reject
Paper506,5.769230769230769,Reject
Paper508,5.6,Reject
Paper51,5.666666666666667,Accept
Paper510,4.363636363636363,Reject
Paper511,5.6,Accept
Paper512,5.153846153846154,Reject
Paper513,6.2,Accept
Paper514,7.076923076923077,Accept
Paper515,3.7857142857142856,Reject
Paper516,7.2,Accept
Paper517,8.0,Accept
Paper518,4.666666666666667,Reject
Paper519,8.0,Accept
Paper52,3.357142857142857,Reject
Paper521,6.416666666666667,Accept
Paper522,5.181818181818182,Reject
Paper523,6.75,Accept
Paper524,5.923076923076923,Accept
Paper525,5.0,Reject
Paper526,4.642857142857143,Reject
Paper528,6.333333333333333,Accept
Paper529,4.0,Reject
Paper53,4.181818181818182,Reject
Paper530,7.384615384615385,Accept
Paper531,5.8,Accept
Paper532,3.6666666666666665,Reject
Paper533,5.2727272727272725,Reject
Paper534,4.636363636363637,Reject
Paper535,6.0,Reject
Paper536,5.666666666666667,Reject
Paper537,5.75,Reject
Paper538,3.3333333333333335,Reject
Paper539,6.0,Accept
Paper54,4.25,Reject
Paper540,7.333333333333333,Accept
Paper541,4.615384615384615,Reject
Paper542,5.7272727272727275,Reject
Paper543,7.333333333333333,Accept
Paper544,7.8,Accept
Paper545,4.384615384615385,Reject
Paper546,4.0,Reject
Paper547,6.923076923076923,Accept
Paper548,3.6,Reject
Paper549,6.666666666666667,Accept
Paper55,4.666666666666667,Reject
Paper551,5.0,Reject
Paper552,5.4,Reject
Paper553,6.076923076923077,Accept
Paper554,4.909090909090909,Reject
Paper555,4.777777777777778,Reject
Paper556,5.7,Reject
Paper557,5.714285714285714,Reject
Paper558,5.444444444444445,Accept
Paper559,6.636363636363637,Accept
Paper56,4.0,Reject
Paper561,7.428571428571429,Accept
Paper562,7.0,Accept
Paper563,7.0,Accept
Paper564,4.2,Reject
Paper565,7.0,Accept
Paper566,6.0,Accept
Paper567,4.25,Reject
Paper568,6.0,Reject
Paper569,5.846153846153846,Accept
Paper570,5.3,Reject
Paper571,4.538461538461538,Reject
Paper572,4.3076923076923075,Reject
Paper573,4.461538461538462,Reject
Paper574,7.333333333333333,Accept
Paper576,5.333333333333333,Reject
Paper577,3.272727272727273,Reject
Paper578,5.0,Reject
Paper579,4.923076923076923,Reject
Paper58,4.666666666666667,Reject
Paper580,4.666666666666667,Reject
Paper581,6.7272727272727275,Accept
Paper582,6.0,Accept
Paper583,5.636363636363637,Accept
Paper584,6.3076923076923075,Accept
Paper585,6.6,Accept
Paper587,3.5,Reject
Paper588,6.0,Accept
Paper59,7.25,Accept
Paper590,6.461538461538462,Accept
Paper591,6.1,Accept
Paper592,5.0,Reject
Paper593,6.0,Accept
Paper594,5.5,Accept
Paper595,6.333333333333333,Accept
Paper596,9.0,Accept
Paper597,5.666666666666667,Reject
Paper598,5.0,Reject
Paper599,4.583333333333333,Reject
Paper6,4.0,Reject
Paper60,6.7272727272727275,Accept
Paper600,6.083333333333333,Reject
Paper601,4.384615384615385,Reject
Paper602,4.6,Reject
Paper603,3.909090909090909,Reject
Paper604,4.615384615384615,Reject
Paper605,5.083333333333333,Reject
Paper606,2.642857142857143,Reject
Paper608,4.636363636363637,Reject
Paper609,3.4615384615384617,Reject
Paper61,4.363636363636363,Accept
Paper612,7.181818181818182,Accept
Paper613,7.0,Accept
Paper615,8.090909090909092,Accept
Paper616,6.8,Reject
Paper617,2.6153846153846154,Reject
Paper618,4.818181818181818,Reject
Paper619,5.285714285714286,Reject
Paper620,6.5,Reject
Paper621,4.636363636363637,Reject
Paper622,6.166666666666667,Accept
Paper623,6.4,Accept
Paper624,6.6,Accept
Paper626,3.5833333333333335,Reject
Paper627,6.363636363636363,Reject
Paper628,4.818181818181818,Reject
Paper629,6.153846153846154,Accept
Paper63,5.875,Reject
Paper631,5.090909090909091,Reject
Paper632,4.846153846153846,Reject
Paper634,6.133333333333334,Reject
Paper635,4.666666666666667,Reject
Paper636,6.5,Accept
Paper638,5.181818181818182,Reject
Paper639,7.153846153846154,Accept
Paper640,5.7272727272727275,Reject
Paper641,5.833333333333333,Reject
Paper642,6.75,Accept
Paper643,4.6923076923076925,Reject
Paper644,7.0,Accept
Paper645,5.7272727272727275,Reject
Paper646,6.0,Reject
Paper647,7.0,Accept
Paper648,7.454545454545454,Accept
Paper649,5.222222222222222,Reject
Paper65,6.0,Accept
Paper650,7.0,Accept
Paper651,6.0,Reject
Paper653,6.0,Accept
Paper654,5.8,Reject
Paper655,5.384615384615385,Reject
Paper656,7.0,Accept
Paper657,5.545454545454546,Accept
Paper658,4.833333333333333,Reject
Paper659,3.6666666666666665,Reject
Paper66,4.769230769230769,Reject
Paper661,6.615384615384615,Accept
Paper662,5.0,Reject
Paper663,5.666666666666667,Reject
Paper664,5.9,Reject
Paper665,5.666666666666667,Reject
Paper666,6.0,Accept
Paper667,5.0,Reject
Paper668,4.333333333333333,Reject
Paper669,7.0,Accept
Paper67,5.666666666666667,Accept
Paper670,5.3,Reject
Paper671,4.818181818181818,Reject
Paper672,8.0,Accept
Paper673,5.0,Reject
Paper674,4.0,Reject
Paper675,4.214285714285714,Reject
Paper676,5.333333333333333,Reject
Paper677,6.363636363636363,Accept
Paper678,5.2,Reject
Paper679,7.363636363636363,Accept
Paper68,4.5,Reject
Paper680,5.0,Reject
Paper681,4.333333333333333,Reject
Paper682,6.416666666666667,Accept
Paper683,6.777777777777778,Accept
Paper684,4.666666666666667,Reject
Paper685,6.7,Reject
Paper686,5.153846153846154,Reject
Paper687,6.583333333333333,Reject
Paper688,5.0,Reject
Paper689,7.25,Accept
Paper69,6.333333333333333,Accept
Paper690,3.7142857142857144,Reject
Paper691,4.642857142857143,Reject
Paper693,4.769230769230769,Reject
Paper694,5.3076923076923075,Reject
Paper695,3.3333333333333335,Reject
Paper696,6.0,Accept
Paper697,7.333333333333333,Accept
Paper698,6.235294117647059,Accept
Paper699,5.7272727272727275,Reject
Paper7,6.25,Accept
Paper700,6.0,Accept
Paper701,5.333333333333333,Reject
Paper702,6.0,Reject
Paper703,6.0,Reject
Paper704,3.6153846153846154,Reject
Paper706,5.181818181818182,Reject
Paper708,4.0,Reject
Paper71,2.375,Reject
Paper710,3.6666666666666665,Reject
Paper711,7.181818181818182,Accept
Paper712,6.909090909090909,Accept
Paper713,6.7,Accept
Paper714,6.8,Accept
Paper715,5.5,Reject
Paper716,6.0,Accept
Paper717,4.2727272727272725,Reject
Paper719,6.75,Accept
Paper72,7.2727272727272725,Accept
Paper720,6.181818181818182,Accept
Paper721,6.0,Accept
Paper722,4.666666666666667,Reject
Paper723,5.909090909090909,Accept
Paper725,6.916666666666667,Accept
Paper727,5.2,Reject
Paper728,4.454545454545454,Reject
Paper729,5.615384615384615,Reject
Paper73,6.181818181818182,Accept
Paper730,5.0,Reject
Paper732,4.538461538461538,Reject
Paper733,4.909090909090909,Reject
Paper734,4.9,Reject
Paper735,4.25,Reject
Paper736,7.0,Accept
Paper737,6.0,Reject
Paper738,6.555555555555555,Accept
Paper739,5.461538461538462,Reject
Paper74,4.7272727272727275,Reject
Paper740,3.923076923076923,Reject
Paper741,5.461538461538462,Reject
Paper742,5.111111111111111,Reject
Paper744,4.333333333333333,Reject
Paper745,6.333333333333333,Accept
Paper746,5.0,Reject
Paper747,5.333333333333333,Reject
Paper748,4.4,Reject
Paper75,5.230769230769231,Reject
Paper751,2.6153846153846154,Reject
Paper752,4.818181818181818,Reject
Paper754,6.0,Reject
Paper755,5.111111111111111,Reject
Paper757,8.333333333333334,Accept
Paper758,6.666666666666667,Accept
Paper76,8.0,Accept
Paper760,6.0,Accept
Paper761,6.666666666666667,Accept
Paper763,4.909090909090909,Reject
Paper764,5.636363636363637,Reject
Paper765,6.785714285714286,Accept
Paper766,4.444444444444445,Reject
Paper767,7.0,Accept
Paper768,5.0,Reject
Paper769,6.333333333333333,Reject
Paper77,7.076923076923077,Accept
Paper770,4.0,Reject
Paper771,4.666666666666667,Reject
Paper772,6.5,Accept
Paper774,6.0,Accept
Paper775,6.5,Accept
Paper776,7.454545454545454,Accept
Paper777,4.0,Reject
Paper778,5.416666666666667,Reject
Paper779,7.0,Accept
Paper78,3.769230769230769,Reject
Paper781,6.0,Reject
Paper782,4.6923076923076925,Reject
Paper783,5.545454545454546,Accept
Paper784,6.642857142857143,Accept
Paper785,7.444444444444445,Accept
Paper786,4.636363636363637,Reject
Paper787,5.0,Reject
Paper788,6.0,Accept
Paper789,5.875,Accept
Paper790,7.0,Accept
Paper791,3.3636363636363638,Reject
Paper792,5.666666666666667,Reject
Paper793,5.090909090909091,Reject
Paper794,4.6,Reject
Paper795,7.666666666666667,Accept
Paper796,5.583333333333333,Reject
Paper798,4.7,Reject
Paper799,5.181818181818182,Accept
Paper8,2.642857142857143,Reject
Paper80,6.2,Reject
Paper800,7.222222222222222,Accept
Paper801,6.615384615384615,Accept
Paper802,6.75,Accept
Paper803,5.545454545454546,Reject
Paper804,6.153846153846154,Accept
Paper805,4.333333333333333,Reject
Paper806,7.333333333333333,Accept
Paper807,8.416666666666666,Accept
Paper808,5.2727272727272725,Reject
Paper809,7.0,Accept
Paper81,4.363636363636363,Reject
Paper810,5.333333333333333,Reject
Paper811,5.666666666666667,Reject
Paper812,6.0,Accept
Paper813,4.25,Reject
Paper814,7.166666666666667,Accept
Paper815,4.0,Reject
Paper816,5.0,Reject
Paper817,6.333333333333333,Accept
Paper818,4.6923076923076925,Reject
Paper819,3.3333333333333335,Reject
Paper820,6.0,Reject
Paper821,7.2,Accept
Paper822,4.75,Reject
Paper825,6.636363636363637,Accept
Paper826,5.2,Reject
Paper827,5.6,Reject
Paper828,6.363636363636363,Accept
Paper83,4.555555555555555,Reject
Paper830,5.454545454545454,Reject
Paper831,7.3076923076923075,Accept
Paper832,6.777777777777778,Accept
Paper833,6.615384615384615,Accept
Paper834,5.666666666666667,Reject
Paper835,6.7272727272727275,Accept
Paper836,6.0,Reject
Paper837,5.0,Reject
Paper838,4.090909090909091,Reject
Paper84,6.083333333333333,Accept
Paper840,6.666666666666667,Accept
Paper841,5.583333333333333,Accept
Paper842,4.2727272727272725,Reject
Paper843,5.857142857142857,Reject
Paper844,6.3076923076923075,Reject
Paper845,6.4,Accept
Paper846,3.642857142857143,Reject
Paper848,5.857142857142857,Reject
Paper849,5.2727272727272725,Reject
Paper85,5.363636363636363,Reject
Paper850,5.5,Reject
Paper851,2.923076923076923,Reject
Paper852,6.75,Accept
Paper853,7.0,Accept
Paper856,5.769230769230769,Accept
Paper857,6.615384615384615,Accept
Paper858,6.636363636363637,Accept
Paper859,7.1,Accept
Paper86,3.923076923076923,Reject
Paper860,4.857142857142857,Reject
Paper863,6.0,Accept
Paper864,6.333333333333333,Reject
Paper865,6.142857142857143,Accept
Paper866,4.333333333333333,Reject
Paper867,3.8333333333333335,Reject
Paper868,6.357142857142857,Accept
Paper869,4.818181818181818,Reject
Paper87,4.384615384615385,Reject
Paper870,3.909090909090909,Reject
Paper871,5.6,Accept
Paper872,5.454545454545454,Accept
Paper873,6.7,Accept
Paper874,6.090909090909091,Reject
Paper875,7.583333333333333,Accept
Paper876,5.538461538461538,Reject
Paper877,5.0,Reject
Paper878,4.181818181818182,Reject
Paper879,6.0,Accept
Paper88,7.8,Accept
Paper880,5.333333333333333,Reject
Paper883,4.6923076923076925,Reject
Paper884,6.7272727272727275,Accept
Paper885,7.0,Accept
Paper886,6.444444444444445,Reject
Paper887,6.583333333333333,Accept
Paper89,4.636363636363637,Reject
Paper890,7.416666666666667,Accept
Paper891,5.2,Reject
Paper893,6.7272727272727275,Accept
Paper895,3.9285714285714284,Reject
Paper896,3.1666666666666665,Reject
Paper9,5.0,Reject
Paper900,4.3076923076923075,Reject
Paper901,6.181818181818182,Reject
Paper903,4.0,Reject
Paper905,4.0,Reject
Paper906,4.583333333333333,Reject
Paper907,6.666666666666667,Accept
Paper909,6.0,Reject
Paper91,4.6,Reject
Paper910,7.0,Accept
Paper911,4.181818181818182,Reject
Paper912,4.333333333333333,Reject
Paper915,3.7142857142857144,Reject
Paper916,5.6,Accept
Paper92,4.818181818181818,Reject
Paper921,5.0,Reject
Paper923,6.25,Accept
Paper924,6.75,Accept
Paper926,4.230769230769231,Reject
Paper928,6.333333333333333,Accept
Paper93,5.333333333333333,Reject
Paper930,4.909090909090909,Accept
Paper932,3.8461538461538463,Reject
Paper934,5.7272727272727275,Reject
Paper936,4.909090909090909,Reject
Paper937,5.454545454545454,Reject
Paper938,7.0,Accept
Paper939,5.142857142857143,Reject
Paper94,7.0,Accept
Paper940,5.230769230769231,Reject
Paper941,4.0,Reject
Paper943,4.777777777777778,Reject
Paper944,6.875,Accept
Paper945,6.545454545454546,Accept
Paper946,6.333333333333333,Reject
Paper947,5.333333333333333,Reject
Paper95,6.0,Reject
Paper950,4.0,Reject
Paper951,3.6666666666666665,Reject
Paper952,5.0,Accept
Paper954,4.5,Reject
Paper956,5.666666666666667,Accept
Paper958,5.333333333333333,Accept
Paper96,5.909090909090909,Reject
