paper,weightedAverage,decision
Paper1139,4.8,Accept
Paper114,1.0,Reject
Paper1140,2.0,Reject
Paper1141,3.6666666666666665,Reject
Paper1143,5.066666666666666,Reject
Paper1144,4.0,Reject
Paper1145,5.6,Accept
Paper1146,4.666666666666667,Accept
Paper1147,4.8,Reject
Paper1148,3.0,Reject
Paper1149,2.75,Reject
Paper115,4.5,Reject
Paper1150,3.0,Reject
Paper1151,5.1,Reject
Paper1152,4.5,Reject
Paper1153,5.375,Accept
Paper1154,4.6,Reject
Paper1155,3.0,Reject
Paper1156,3.0,Reject
Paper1157,3.0,Reject
Paper1159,6.0,Reject
Paper116,4.5,Reject
Paper1160,5.0,Accept
Paper1161,7.428571428571429,Accept
Paper1162,2.4,Reject
Paper1164,6.571428571428571,Accept
Paper1165,4.666666666666667,Reject
Paper1166,4.666666666666667,Accept
Paper1167,5.25,Reject
Paper1168,1.6666666666666667,Reject
Paper1169,4.5,Reject
Paper117,5.25,Accept
Paper1170,4.090909090909091,Reject
Paper1171,3.6,Reject
Paper1172,3.0,Reject
Paper1173,2.75,Reject
Paper1174,3.0,Reject
Paper1175,3.0,Reject
Paper1176,2.3333333333333335,Reject
Paper1177,1.3333333333333333,Reject
Paper1178,3.0,Reject
Paper1179,3.9,Reject
Paper118,4.2,Reject
Paper1180,5.0,Reject
Paper1182,7.0,Accept
Paper1183,7.2,Accept
Paper1184,3.0,Reject
Paper1185,5.625,Accept
Paper1186,3.6,Reject
Paper1188,6.0,Accept
Paper1189,4.5,Reject
Paper119,2.3333333333333335,Reject
Paper1190,4.6,Reject
Paper1191,4.0,Reject
Paper1192,6.0,Accept
Paper1193,3.0,Reject
Paper1194,1.8888888888888888,Reject
Paper1195,1.0,Reject
Paper1196,5.571428571428571,Reject
Paper1197,4.0,Reject
Paper1198,3.0,Reject
Paper1199,5.25,Reject
Paper12,4.0,Reject
Paper120,3.0,Reject
Paper1201,4.125,Reject
Paper1202,5.9,Reject
Paper1203,7.555555555555555,Accept
Paper1204,6.5,Accept
Paper1205,3.0,Reject
Paper1206,4.5,Accept
Paper1207,1.6666666666666667,Reject
Paper1208,6.0,Reject
Paper1209,3.4285714285714284,Reject
Paper121,3.0,Reject
Paper1210,5.636363636363637,Accept
Paper1211,4.0,Reject
Paper1212,5.142857142857143,Reject
Paper1213,5.714285714285714,Reject
Paper1214,3.6666666666666665,Reject
Paper1215,1.5,Reject
Paper1216,2.2,Reject
Paper1217,3.0,Reject
Paper1218,7.0,Accept
Paper1219,6.0,Accept
Paper122,1.0,Reject
Paper1220,6.8,Accept
Paper1221,3.0,Reject
Paper1222,2.111111111111111,Reject
Paper1224,3.5,Reject
Paper1225,1.5,Reject
Paper1226,5.142857142857143,Reject
Paper1227,3.0,Reject
Paper1228,4.285714285714286,Reject
Paper1229,5.555555555555555,Accept
Paper123,4.25,Reject
Paper1230,6.0,Accept
Paper1232,3.857142857142857,Reject
Paper1233,4.166666666666667,Reject
Paper1234,1.6666666666666667,Reject
Paper1235,2.0,Reject
Paper1236,4.5,Reject
Paper1237,6.444444444444445,Accept
Paper1238,6.0,Accept
Paper1239,6.0,Accept
Paper124,2.4,Reject
Paper1240,4.714285714285714,Reject
Paper1241,3.75,Reject
Paper1243,6.714285714285714,Accept
Paper1244,5.0,Reject
Paper1246,5.6,Accept
Paper1247,3.0,Reject
Paper1248,6.0,Accept
Paper1249,4.0,Reject
Paper125,6.5,Accept
Paper1252,6.0,Accept
Paper1256,5.857142857142857,Accept
Paper1257,3.0,Reject
Paper1258,4.428571428571429,Reject
Paper1259,3.857142857142857,Reject
Paper126,1.2857142857142858,Reject
Paper1260,2.3333333333333335,Reject
Paper1261,3.0,Reject
Paper1262,3.857142857142857,Reject
Paper1263,5.25,Reject
Paper1266,3.0,Reject
Paper1267,6.0,Accept
Paper1268,1.5714285714285714,Reject
Paper1269,3.857142857142857,Reject
Paper127,5.25,Reject
Paper1270,7.2,Accept
Paper1271,2.111111111111111,Reject
Paper1273,2.75,Reject
Paper1274,4.090909090909091,Reject
Paper1275,5.0,Reject
Paper1277,4.666666666666667,Reject
Paper1278,4.222222222222222,Reject
Paper1279,6.0,Accept
Paper128,6.181818181818182,Accept
Paper1280,4.2,Reject
Paper1281,7.142857142857143,Accept
Paper1284,1.6666666666666667,Reject
Paper1285,5.625,Accept
Paper1286,5.0,Reject
Paper1287,4.333333333333333,Reject
Paper1288,4.571428571428571,Accept
Paper1289,4.875,Reject
Paper129,3.909090909090909,Reject
Paper1290,3.111111111111111,Reject
Paper1291,7.142857142857143,Accept
Paper1292,5.4,Reject
Paper1293,3.5555555555555554,Reject
Paper1294,3.0,Reject
Paper1295,3.4285714285714284,Reject
Paper1296,4.125,Reject
Paper1298,6.75,Accept
Paper1299,3.0,Reject
Paper13,3.5,Reject
Paper1300,3.0,Reject
Paper1301,2.4285714285714284,Reject
Paper1302,3.6,Reject
Paper1303,5.285714285714286,Accept
Paper1304,5.142857142857143,Reject
Paper1305,5.3,Accept
Paper1306,3.0,Reject
Paper1307,6.666666666666667,Accept
Paper1308,3.0,Reject
Paper1309,3.3333333333333335,Reject
Paper131,3.75,Reject
Paper1310,6.222222222222222,Accept
Paper1311,2.3333333333333335,Reject
Paper1312,6.571428571428571,Accept
Paper1313,3.0,Reject
Paper1314,3.0,Reject
Paper1315,4.0,Reject
Paper1316,3.0,Reject
Paper1317,7.428571428571429,Accept
Paper1318,4.714285714285714,Accept
Paper1319,6.0,Reject
Paper132,6.333333333333333,Accept
Paper1320,6.7272727272727275,Accept
Paper1321,6.666666666666667,Accept
Paper1322,7.142857142857143,Reject
Paper1323,3.857142857142857,Reject
Paper1324,5.25,Reject
Paper1325,7.0,Accept
Paper1326,4.0,Reject
Paper1327,6.0,Reject
Paper1328,3.9,Reject
Paper1329,6.666666666666667,Accept
Paper133,3.0,Reject
Paper1330,1.7272727272727273,Reject
Paper1331,2.0,Reject
Paper1332,4.333333333333333,Reject
Paper1333,5.0,Reject
Paper1335,2.857142857142857,Reject
Paper1336,2.857142857142857,Reject
Paper1337,2.4545454545454546,Reject
Paper1338,4.666666666666667,Reject
Paper1339,2.6666666666666665,Reject
Paper1340,4.5,Reject
Paper1341,6.888888888888889,Accept
Paper1343,5.4,Accept
Paper1344,7.333333333333333,Accept
Paper1345,6.6,Accept
Paper1347,7.333333333333333,Accept
Paper1349,4.0,Reject
Paper1350,8.0,Accept
Paper1351,3.0,Reject
Paper1352,6.0,Accept
Paper1353,6.0,Accept
Paper1355,6.0,Accept
Paper1357,2.625,Reject
Paper1358,3.375,Reject
Paper1359,7.111111111111111,Accept
Paper136,2.111111111111111,Reject
Paper1360,6.8,Reject
Paper1361,2.625,Reject
Paper1362,6.888888888888889,Accept
Paper1363,7.428571428571429,Accept
Paper1364,4.333333333333333,Reject
Paper1366,6.888888888888889,Accept
Paper1367,3.75,Reject
Paper1368,6.666666666666667,Accept
Paper1369,6.888888888888889,Accept
Paper1370,3.0,Reject
Paper1371,5.375,Accept
Paper1372,4.0,Reject
Paper1373,7.454545454545454,Accept
Paper1374,4.5,Reject
Paper1375,6.0,Reject
Paper1376,1.0,Reject
Paper1377,3.2222222222222223,Reject
Paper1378,5.2,Reject
Paper138,3.75,Reject
Paper1380,1.0,Reject
Paper1381,2.25,Reject
Paper1382,1.0,Reject
Paper1383,2.3333333333333335,Reject
Paper1384,4.333333333333333,Reject
Paper1388,5.0,Reject
Paper1391,5.285714285714286,Reject
Paper1394,5.6,Reject
Paper1395,1.8,Reject
Paper1396,2.25,Reject
Paper1397,6.6,Accept
Paper1398,3.857142857142857,Reject
Paper1399,5.444444444444445,Accept
Paper14,1.0,Reject
Paper140,6.0,Accept
Paper1400,6.909090909090909,Accept
Paper1401,5.4,Accept
Paper1403,3.0,Reject
Paper1404,3.3333333333333335,Reject
Paper1405,4.363636363636363,Reject
Paper1406,3.0,Reject
Paper1409,2.25,Reject
Paper141,3.3333333333333335,Reject
Paper1410,6.0,Reject
Paper1411,2.272727272727273,Reject
Paper1412,6.4,Accept
Paper1413,6.888888888888889,Accept
Paper1414,2.6,Reject
Paper1415,5.4,Reject
Paper1416,5.0,Reject
Paper1417,1.6,Reject
Paper1419,4.8,Reject
Paper142,2.272727272727273,Reject
Paper1420,7.111111111111111,Accept
Paper1421,3.0,Reject
Paper1422,2.25,Reject
Paper1423,1.0,Reject
Paper1425,5.571428571428571,Accept
Paper1426,4.909090909090909,Reject
Paper1427,4.5,Reject
Paper1428,4.0,Reject
Paper1429,1.5,Reject
Paper143,4.25,Reject
Paper1430,3.5,Reject
Paper1432,6.571428571428571,Accept
Paper1433,2.8,Reject
Paper1434,4.909090909090909,Reject
Paper1435,5.0,Reject
Paper1436,3.0,Reject
Paper1438,6.0,Accept
Paper1439,6.333333333333333,Reject
Paper1440,4.714285714285714,Reject
Paper1441,3.5,Reject
Paper1442,4.0,Reject
Paper1443,6.0,Accept
Paper1444,3.0,Reject
Paper1445,3.0,Reject
Paper1446,4.8,Reject
Paper1447,3.642857142857143,Reject
Paper1448,5.571428571428571,Accept
Paper1449,3.7142857142857144,Reject
Paper145,4.666666666666667,Reject
Paper1450,2.5555555555555554,Reject
Paper1451,6.5,Accept
Paper1453,4.857142857142857,Reject
Paper1454,3.0,Reject
Paper1455,1.0,Reject
Paper1456,1.8571428571428572,Reject
Paper1457,7.142857142857143,Accept
Paper1458,2.25,Reject
Paper1459,4.875,Accept
Paper146,5.454545454545454,Reject
Paper1460,6.0,Accept
Paper1461,2.25,Reject
Paper1462,3.0,Reject
Paper1463,2.111111111111111,Reject
Paper1464,1.8,Reject
Paper1465,5.0,Reject
Paper1466,3.625,Reject
Paper1467,4.090909090909091,Reject
Paper1469,6.25,Accept
Paper1470,2.6666666666666665,Reject
Paper1473,5.8,Accept
Paper1474,2.6363636363636362,Reject
Paper1476,2.142857142857143,Reject
Paper1478,3.0,Reject
Paper1479,3.857142857142857,Reject
Paper1480,6.0,Accept
Paper1481,2.1666666666666665,Reject
Paper1482,4.25,Reject
Paper1483,8.0,Accept
Paper1484,5.444444444444445,Reject
Paper1485,3.3636363636363638,Reject
Paper1486,7.0,Accept
Paper1487,3.0,Reject
Paper1488,3.6666666666666665,Reject
Paper1489,1.4444444444444444,Reject
Paper149,6.571428571428571,Accept
Paper1490,1.0,Reject
Paper1492,7.5,Accept
Paper1493,7.25,Accept
Paper1494,2.25,Reject
Paper1495,6.285714285714286,Reject
Paper1496,6.857142857142857,Accept
Paper1497,3.0,Reject
Paper1498,5.25,Accept
Paper1499,3.0,Reject
Paper15,4.090909090909091,Reject
Paper150,4.5,Accept
Paper1500,4.375,Reject
Paper1501,1.4,Reject
Paper1502,4.2,Reject
Paper1503,4.0,Reject
Paper1504,8.0,Accept
Paper1505,3.857142857142857,Reject
Paper1506,1.6666666666666667,Reject
Paper1507,2.875,Reject
Paper1508,5.0,Reject
Paper1509,3.0,Reject
Paper151,6.571428571428571,Accept
Paper1510,6.0,Accept
Paper1511,6.666666666666667,Accept
Paper1512,5.0,Accept
Paper1513,6.125,Accept
Paper1514,6.25,Accept
Paper1515,6.0,Accept
Paper1517,6.0,Accept
Paper1519,8.0,Accept
Paper152,1.4,Reject
Paper1520,6.0,Accept
Paper1521,6.5,Accept
Paper1522,3.0,Reject
Paper1523,5.375,Accept
Paper1524,6.8,Accept
Paper1525,3.0,Reject
Paper1526,3.8181818181818183,Reject
Paper1527,8.0,Accept
Paper1528,4.0,Reject
Paper1529,4.5,Reject
Paper153,6.142857142857143,Accept
Paper1530,5.142857142857143,Reject
Paper1531,5.181818181818182,Reject
Paper1532,4.2,Reject
Paper1533,6.0,Accept
Paper1534,5.0,Accept
Paper1535,8.0,Accept
Paper1536,4.0,Reject
Paper1538,7.428571428571429,Accept
Paper1539,4.8,Reject
Paper154,2.5714285714285716,Reject
Paper1540,3.9,Reject
Paper1541,6.846153846153846,Reject
Paper1542,4.0,Reject
Paper1543,6.4,Reject
Paper1544,4.2,Reject
Paper1545,4.714285714285714,Reject
Paper1546,3.5714285714285716,Reject
Paper1547,3.0,Reject
Paper155,4.5,Reject
Paper1551,2.6666666666666665,Reject
Paper1552,7.0,Accept
Paper1554,3.0,Reject
Paper1555,3.375,Reject
Paper1556,1.8888888888888888,Reject
Paper1557,7.6,Accept
Paper1558,1.75,Reject
Paper1559,1.0,Reject
Paper156,1.0,Reject
Paper1560,7.428571428571429,Accept
Paper1561,4.714285714285714,Reject
Paper1562,3.4285714285714284,Reject
Paper1563,3.5,Reject
Paper1564,6.833333333333333,Accept
Paper1565,6.0,Accept
Paper1566,1.4,Reject
Paper1567,6.0,Accept
Paper1568,2.0,Reject
Paper1569,4.125,Reject
Paper157,5.0,Accept
Paper1570,4.5,Accept
Paper1571,6.75,Accept
Paper1572,3.0,Reject
Paper1573,5.375,Accept
Paper1574,3.0,Reject
Paper1575,3.0,Reject
Paper1576,1.8571428571428572,Reject
Paper1578,3.4285714285714284,Reject
Paper1579,3.6,Reject
Paper158,7.555555555555555,Accept
Paper1580,3.8181818181818183,Reject
Paper1581,4.0,Reject
Paper1582,3.3333333333333335,Reject
Paper1583,5.0,Reject
Paper1584,4.0,Reject
Paper1585,7.333333333333333,Accept
Paper1586,3.0,Reject
Paper1589,2.1666666666666665,Reject
Paper159,3.0,Reject
Paper1590,2.3333333333333335,Reject
Paper1591,6.0,Accept
Paper1594,6.0,Accept
Paper1595,2.5555555555555554,Reject
Paper1598,6.0,Reject
Paper1599,3.75,Reject
Paper16,5.454545454545454,Accept
Paper160,3.5,Reject
Paper1600,6.0,Accept
Paper1601,3.0,Reject
Paper1602,6.0,Reject
Paper1603,3.0,Reject
Paper1604,2.4285714285714284,Reject
Paper1605,6.0,Reject
Paper1606,5.5,Reject
Paper1607,3.0,Reject
Paper1608,6.0,Accept
Paper1609,7.0,Accept
Paper161,1.8,Reject
Paper1610,3.0,Reject
Paper1611,2.875,Reject
Paper1612,2.4285714285714284,Reject
Paper1614,4.285714285714286,Reject
Paper1617,4.090909090909091,Reject
Paper1619,1.0,Reject
Paper162,4.636363636363637,Reject
Paper1620,3.375,Reject
Paper1622,6.0,Accept
Paper1623,2.4444444444444446,Reject
Paper1624,4.285714285714286,Reject
Paper1625,4.2,Reject
Paper1626,1.0,Reject
Paper1627,4.0,Reject
Paper1628,3.888888888888889,Reject
Paper1629,6.0,Accept
Paper163,3.3636363636363638,Reject
Paper1632,4.0,Accept
Paper1633,4.909090909090909,Reject
Paper1634,3.2857142857142856,Reject
Paper1635,6.0,Accept
Paper1636,6.5,Accept
Paper1637,7.0,Accept
Paper1638,3.0,Reject
Paper1639,3.3333333333333335,Reject
Paper1640,4.666666666666667,Accept
Paper1641,6.0,Accept
Paper1642,4.875,Reject
Paper1643,6.6,Accept
Paper1644,6.714285714285714,Accept
Paper1645,3.0,Reject
Paper1647,6.25,Reject
Paper1648,4.5,Reject
Paper1649,2.4285714285714284,Reject
Paper165,5.0,Accept
Paper1650,3.857142857142857,Reject
Paper1651,4.5,Accept
Paper1652,6.5,Accept
Paper1653,5.25,Reject
Paper1654,5.333333333333333,Reject
Paper1655,6.0,Reject
Paper1656,6.0,Accept
Paper1657,8.0,Accept
Paper1658,4.333333333333333,Reject
Paper1659,5.25,Accept
Paper166,3.0,Reject
Paper1660,7.4,Accept
Paper1661,8.0,Accept
Paper1662,1.4444444444444444,Reject
Paper1663,4.6,Reject
Paper1665,6.0,Accept
Paper1666,5.25,Accept
Paper1667,3.0,Reject
Paper1668,6.75,Accept
Paper1669,1.6,Reject
Paper167,3.6363636363636362,Reject
Paper1670,5.833333333333333,Accept
Paper1671,1.75,Reject
Paper1672,3.7142857142857144,Reject
Paper1673,4.875,Accept
Paper1674,4.25,Reject
Paper1675,4.090909090909091,Reject
Paper1677,4.333333333333333,Reject
Paper1678,2.5,Reject
Paper1679,6.0,Accept
Paper168,5.9,Accept
Paper1680,1.0,Reject
Paper1681,6.6,Accept
Paper1682,7.142857142857143,Accept
Paper1683,2.4,Reject
Paper1684,6.0,Accept
Paper1685,5.25,Accept
Paper1686,6.0,Accept
Paper1687,6.666666666666667,Accept
Paper1689,3.6,Reject
Paper1690,6.571428571428571,Accept
Paper1691,2.4285714285714284,Reject
Paper1692,2.2,Reject
Paper1693,6.0,Reject
Paper1694,4.285714285714286,Reject
Paper1695,4.25,Reject
Paper1697,3.0,Reject
Paper1698,1.8,Reject
Paper1699,6.0,Accept
Paper17,1.0,Reject
Paper170,3.6,Reject
Paper1700,2.111111111111111,Reject
Paper1701,3.8,Reject
Paper1702,5.142857142857143,Reject
Paper1703,3.6666666666666665,Reject
Paper1704,3.857142857142857,Reject
Paper1705,3.857142857142857,Reject
Paper1706,2.3333333333333335,Reject
Paper1707,6.0,Reject
Paper1708,5.571428571428571,Accept
Paper171,6.888888888888889,Accept
Paper1710,6.0,Accept
Paper1711,7.333333333333333,Accept
Paper1714,5.4,Reject
Paper1715,6.571428571428571,Accept
Paper1716,4.666666666666667,Reject
Paper1717,5.0,Accept
Paper1718,4.0,Reject
Paper1719,8.0,Accept
Paper172,6.0,Accept
Paper1721,7.2,Accept
Paper1722,5.333333333333333,Accept
Paper1723,3.9,Reject
Paper1724,3.857142857142857,Reject
Paper1725,1.0,Reject
Paper1726,2.25,Reject
Paper1727,7.0,Accept
Paper1728,2.142857142857143,Reject
Paper1729,5.1,Reject
Paper173,6.0,Accept
Paper1730,5.857142857142857,Accept
Paper1731,6.0,Accept
Paper1732,4.8,Accept
Paper1733,4.0,Reject
Paper1734,6.0,Accept
Paper1735,5.666666666666667,Accept
Paper1736,4.0,Reject
Paper1737,4.714285714285714,Reject
Paper1738,4.625,Reject
Paper1739,3.0,Reject
Paper174,3.2,Reject
Paper1740,3.8333333333333335,Reject
Paper1741,6.8,Accept
Paper1742,2.090909090909091,Reject
Paper1743,1.0,Reject
Paper1745,3.0,Reject
Paper1746,3.5555555555555554,Reject
Paper1748,4.833333333333333,Accept
Paper1749,7.0,Accept
Paper175,7.6,Accept
Paper1750,4.875,Accept
Paper1751,5.0,Accept
Paper1752,6.444444444444445,Accept
Paper1753,3.0,Reject
Paper1754,5.25,Reject
Paper1755,3.75,Reject
Paper1756,6.333333333333333,Accept
Paper1757,3.0,Reject
Paper1758,1.0,Reject
Paper1759,3.0,Reject
Paper176,1.0,Reject
Paper1760,5.0,Reject
Paper1761,1.0,Reject
Paper1762,2.2857142857142856,Reject
Paper1763,2.3333333333333335,Reject
Paper1764,6.333333333333333,Accept
Paper1765,6.0,Reject
Paper1766,4.8,Accept
Paper1767,6.571428571428571,Accept
Paper1770,4.8,Accept
Paper1771,3.0,Reject
Paper1772,2.8333333333333335,Reject
Paper1773,3.5,Reject
Paper1774,3.0,Reject
Paper1775,3.0,Reject
Paper1776,3.6666666666666665,Reject
Paper1777,5.1,Reject
Paper1778,6.0,Accept
Paper1779,5.571428571428571,Reject
Paper178,5.333333333333333,Accept
Paper1780,5.142857142857143,Reject
Paper1781,6.0,Accept
Paper1782,3.625,Reject
Paper1783,4.333333333333333,Reject
Paper1785,6.0,Accept
Paper1786,3.9,Reject
Paper1787,6.6,Accept
Paper1788,6.666666666666667,Accept
Paper1789,6.0,Accept
Paper179,5.625,Reject
Paper1794,5.166666666666667,Accept
Paper1796,5.666666666666667,Accept
Paper1797,6.0,Accept
Paper1799,5.0,Reject
Paper18,6.75,Accept
Paper1800,3.857142857142857,Reject
Paper1801,3.0,Reject
Paper1802,6.6,Accept
Paper1803,8.0,Accept
Paper1804,6.0,Reject
Paper1805,5.1,Reject
Paper1806,2.5714285714285716,Reject
Paper1808,4.666666666666667,Reject
Paper1809,4.714285714285714,Reject
Paper181,6.166666666666667,Accept
Paper1812,4.8,Reject
Paper1813,4.0,Reject
Paper1814,3.0,Reject
Paper1815,4.2,Reject
Paper1816,4.875,Accept
Paper1817,2.2,Reject
Paper1818,3.0,Reject
Paper1819,4.0,Reject
Paper182,3.1,Reject
Paper1820,2.2,Reject
Paper1821,1.5454545454545454,Reject
Paper1822,2.8,Reject
Paper1823,6.0,Reject
Paper1824,3.0,Reject
Paper1826,3.6,Reject
Paper1827,3.75,Reject
Paper1828,4.5,Reject
Paper1829,5.333333333333333,Reject
Paper183,3.9,Reject
Paper1830,1.2857142857142858,Reject
Paper1831,7.25,Accept
Paper1832,7.6,Accept
Paper1833,1.4444444444444444,Reject
Paper1834,3.7777777777777777,Reject
Paper1835,7.333333333333333,Accept
Paper1836,7.111111111111111,Accept
Paper1837,1.0,Reject
Paper1838,7.142857142857143,Accept
Paper1840,4.5,Reject
Paper1841,5.454545454545454,Accept
Paper1842,4.2,Reject
Paper1843,3.6666666666666665,Reject
Paper1844,4.0,Reject
Paper1845,5.0,Reject
Paper1846,3.857142857142857,Reject
Paper1847,4.8,Reject
Paper1848,3.0,Reject
Paper1849,2.25,Reject
Paper185,2.4,Reject
Paper1850,2.3333333333333335,Reject
Paper1851,3.0,Reject
Paper1853,6.0,Accept
Paper1854,3.0,Reject
Paper1855,7.2,Accept
Paper1857,7.714285714285714,Accept
Paper1859,7.4,Accept
Paper186,2.3333333333333335,Reject
Paper1860,4.25,Reject
Paper1862,3.5,Accept
Paper1863,1.0,Reject
Paper1864,3.857142857142857,Reject
Paper1865,1.8,Reject
Paper1866,6.0,Accept
Paper1867,6.285714285714286,Accept
Paper1868,3.5555555555555554,Reject
Paper1869,4.125,Reject
Paper187,5.9,Accept
Paper1870,2.142857142857143,Reject
Paper1871,6.0,Accept
Paper1872,1.6666666666666667,Reject
Paper1873,4.909090909090909,Reject
Paper1874,3.3333333333333335,Reject
Paper1875,1.8,Reject
Paper1876,8.0,Accept
Paper1877,3.0,Reject
Paper1878,5.1,Reject
Paper1879,6.5,Accept
Paper188,1.5,Reject
Paper1880,7.0,Accept
Paper1881,3.6666666666666665,Reject
Paper1882,5.714285714285714,Accept
Paper1883,3.857142857142857,Reject
Paper1884,3.076923076923077,Reject
Paper1885,2.5555555555555554,Reject
Paper1887,6.0,Accept
Paper1888,1.8,Reject
Paper189,6.75,Accept
Paper1890,5.571428571428571,Reject
Paper1892,3.5555555555555554,Reject
Paper1893,4.5,Reject
Paper1894,2.5555555555555554,Reject
Paper1895,6.0,Reject
Paper1896,2.6666666666666665,Reject
Paper1897,6.0,Reject
Paper1898,5.5,Accept
Paper19,5.222222222222222,Reject
Paper190,2.769230769230769,Reject
Paper1900,3.0,Reject
Paper1901,2.7142857142857144,Reject
Paper1902,2.25,Reject
Paper1904,6.125,Accept
Paper1905,3.375,Reject
Paper1906,3.375,Reject
Paper1907,3.9,Reject
Paper1908,3.0,Reject
Paper1909,1.8888888888888888,Reject
Paper191,3.0,Reject
Paper1910,3.0,Reject
Paper1911,6.666666666666667,Accept
Paper1912,3.6666666666666665,Reject
Paper1913,6.6,Accept
Paper1914,3.0,Reject
Paper1915,7.4,Accept
Paper1917,6.666666666666667,Accept
Paper1918,6.5,Accept
Paper1919,8.0,Accept
Paper192,5.0,Accept
Paper1921,3.0,Reject
Paper1922,7.5,Accept
Paper1923,3.0,Reject
Paper1925,4.666666666666667,Reject
Paper1926,7.5,Accept
Paper1928,1.6666666666666667,Reject
Paper1929,8.0,Accept
Paper193,2.625,Reject
Paper1930,7.5,Accept
Paper1931,6.571428571428571,Accept
Paper1932,6.0,Reject
Paper1933,1.0,Reject
Paper1934,4.428571428571429,Reject
Paper1935,6.0,Accept
Paper1936,1.5714285714285714,Reject
Paper1937,4.666666666666667,Reject
Paper1938,3.0,Reject
Paper1939,2.3333333333333335,Reject
Paper194,1.5,Reject
Paper1940,8.0,Accept
Paper1941,2.142857142857143,Reject
Paper1942,3.0,Reject
Paper1943,6.75,Accept
Paper1944,3.3,Reject
Paper1945,6.166666666666667,Accept
